,meaning,KEY-MEANING
8172,Naśladowanie ddźwięku pojazdów uprzywilejowanych,FIRE-BRIGADE
8173,Naśladowanie ddźwięku pojazdów uprzywilejowanych,POLICE
8174,Miau,CAT
8175,Je,EAT
8176,Kręci,SPIN
8177,Krem,CREAM
8178,Odgłos kaczki,DUCK
8179,Hau-hau,DOG
8180,Ludzik,HUMAN
8181,Miseczka,BOWL
8182,O wow (wyrażenie podziwu),EXCLAMATION
8183,O-ooł (coś się stało),EXCLAMATION
8184,Naśladowanie odgłosu myszy,MOUSE
8185,Płyn,LIQUID
8186,Odgłos koparki,CRANE
8187,Dinozaura,DINOSAUR
8188,Jem,EAT
8189,Słoń,ELEPHANT
8190,Ubrać,GET-DRESSED
8191,Patyczek,STICK
8192,Kubuś,PERSON
8193,Ostre,SHARP
8194,Jemy,EAT
8195,Ziarenka,SEEDS
8196,Pokroić,CUT
8197,Pasuje,FIT
8198,Panda,PANDA
8199,Widelec,FORK
8200,Pomoc,HELP
8201,Mamusia,MOM
8202,Do widzenia,GOOD-BYE
8203,Dzień dobry,GOOD-MORNING
8204,Kałuża,PUDDLE
8205,Zobaczyć,SEE
8206,Przyczepa,TRAILER
8207,Lion ,LION
8208,Dziadek,GRANDPA
8209,Spychacz,BULLDOZER
8210,Pociąg,TRAIN
8211,Wąż,SNAKE
8212,Nogi,LEG
8213,Statek,SHIP
8214,Chlup,SPLASH
8215,Chlebek,BREAD
8216,Serek,YOGHURT
8217,Obiad,DINNER
8218,Płynie,SWIM
8219,Soczek,JUICE
8220,Tygrys,TIGER
8221,Lama,LLAMA
8222,Zjeżdżalnia,SLIDE
8223,Kot,CAT
8224,Pies,DOG
8225,Babcia ,GRANDMA
8226,Bułka,BUN
8227,Dziadek,GRANDPA
8228,Mama ,MOM
8229,Franio (brat) ,SIBLING
8230,Picie,DRINK
8231,Tata ,DAD
8232,Tosia (swoje imię) ,SELF
8233,Samolot,PLANE
8234,Basen,SWIMMING-POOL
8235,Opaska,HAIRBAND
8236,Popcorn,POPCORN
8237,Cześć ,HI
8238,Daj,GIVE
8239,Bańki,BUBBLES
8240,Skarpetki,SOCK
8241,"Glut, katar",RUNNY-NOSE
8242,"Glut, katar",SNOT
8243,Włos ,HAIR
8244,Krowa,COW
8245,Samolot,PLANE
8246,Tu,HERE
8247,Penis,PENIS
8248,Jeszcze raz ,MORE
8249,Balon,BALLOON
8250,Odkurzacz,VACUUM-CLEANER
8251,Ciocia,AUNT
8252,Jeść piers,BREAST
8253,Gosia,PERSON
8254,Miś ,TEDDY-BEAR
8255,Pupa,BOTTOM
8256,śpi (aa pssii) ,SLEEPING
8257,Balon,BALLOON
8258,Boli,HURTS
8259,Herbata,TEA
8260,Ksiezyc,MOON
8261,"Duża, duży ",BIG
8262,"Mała, mały ",SMALL
8263,Ksiezyc,MOON
8264,Jest,TO-BE
8265,"Zobacz, patrz",LOOK
8266,Usiąść ,SIT
8267,Daj,GIVE
8268,Jest,TO-BE
8269,Kurier,COURIER
8270,Struś ,OSTRICH
8271,Pająk ,SPIDER
8272,Bocian,STORK
8273,Twarz,FACE
8274,Język ,HEDGEHOG
8275,Butterfly,BUTTERFLY
8276,Dobre (jedzenie) ,GOOD
8277,Obok,NEAR
8278,Misio,TEDDY-BEAR
8279,Patyk,STICK
8280,Sliniak ,BIB
8281,Proszę ,PLEASE
8282,Daj mi,GIVE
8283,Moje,MY
8284,Korek,TRAFFIC-JAM
8285,Wafla,WAFFLE
8286,Dziękuję,THANK-YOU
8287,Drzwi,DOOR
8288,Żółwik,TURTLE
8289,Oko,EYE
8290, Nos,NOSE
8291,Włączyć/włączysz,TURN-ON
8292,Bajka,TALE
8293,Buty,SHOES
8294,Z mamą/tatą/dziadzią/babcią,MOTHER/FATHER
8295,Pępek,NAVEL
8296,Zabawa w chowanego,PLAY
8297,Ktoś robi siusiu,PEE
8298,Kot,CAT
8299,Myje się,WASHING
8300,Piszę/rysuje,DRAW
8301,Piszę/rysuje,WRITE
8302,"Liczy: dwa, trzy",COUNTING
8303,Naśladuje hałasy,BAM
8304,Balon,BALLOON
8305,"Wyje (pies, alarm)",HOWL
8306,Kupa,POOP
8307,Nożyczki,SCISSORS
8308,Smród,STINK
8309,"Zdziwienie, zachwyt",EXCLAMATION
8310,Misiu,TEDDY-BEAR
8311,Kąpiel,BATH
8312,Mleko,MILK
8313,Banan,BANANA
8314,Jedzenie,FOOD
8315,Dom,HOME
8316,Bąk,BUMBLE-BEE
8317,Mam dość,ENOUGH
8318,"Ciastko, placek",COOKIE
8319,"Ciastko, placek",PANCAKE
8320,Już,NOW
8321,Czapka,CAP
8322,"Piesek, szczekanie",DOG
8323,Niania,NANNY
8324,Bułka,BUN
8325,Kawka,COFFEE
8326,Okulary,GLASSES
8327,Komin,CHIMNEY
8328,"Zjeżdżalnia, zjeżdżać",SLIDE
8329,"Huśtawka, huśtać",SWING
8330,Bidon,WATER-BOTTLE
8331,Jajko,EGG
8332,Babcia Kazia,GRANDMA
8333,Kupka,POOP
8334,Herbata,TEA
8335,Naleśnika (chcę),PANCAKE
8336,Lodzika,ICE-CREAM
8337,Herbatka,TEA
8338,Szynka,HAM
8339,Konik,HORSE
8340,Z dżemem,JAM
8341,Oddaj,GIVE-BACK
8342,Dawaj,GIVE
8343,Mamusia,MOM
8344,Z mamą,MOTHER
8345,Bateria,BATTERY
8346,(chcę) Cycusia,BREAST
8347,świnka,PIG
8348,Jabłko,APPLE
8349,Wylałem,SPILL
8350,Do spania/Spać,SLEEP
8351,Ciocia Ania,AUNT
8352,Kremik,CREAM
8353,Kolacja,SUPPER
8354,Heniu/Henia,PERSON
8355,Stasiu,PERSON
8356,Talerz,PLATE
8357,Znalazł,FIND
8358,Tata,DAD
8359,Mama,MOM
8360,Pies,DOG
8361,Jaja,EGG
8362,Niunio,PET
8363,Nie,NO
8364,Tak,YES
8365,Bach,BAM
8366,Dom,HOME
8367,Dach,ROOF
8368,Już,NOW
8369,Babka z piasku,SANDCASTLE
8370,Ddźwięk gwizdania czajnika,KETTLE
8371,Włączanie światła,TURN-ON
8372,Ryczenie lwa,LION
8373,Szczekanie psa,DOG
8374,Miauczenie kota,CAT
8375,Pójddź,GO
8376,Puść,LET-GO
8377,Zjeżdżanie np. na zjeżdżalni,SLIDE
8378,Gorące,HOT
8379,Papa,BYE
8380,Cześć,HI
8381,Brum brum,CAR
8382,Brwi,EYEBROWS
8383,Dziadek,GRANDPA
8384,Basia,PERSON
8385,Brudny,DIRTY
8386,Mamo,MOM
8387,Tato,DAD
8388,Miś,TEDDY-BEAR
8389,Misio,TEDDY-BEAR
8390,Dół,DOWNSTAIRS
8391,Krowa,COW
8392,Koza,GOAT
8393,Ddźwięk lejącej się wody,WATER
8394,Io io,AMBULANCE
8395,Io io,FIRE-BRIGADE
8396,Bum,BAM
8397,Jest,TO-BE
8398,Dobrze,OK
8399,Mam,HAVE
8400,Brzuch,BELLY
8401,Mysia,CHARACTER
8402,Nóż,KNIFE
8403,Spać,SLEEP
8404,Też,ALSO
8405,Tam,THERE
8406,Sześć,SIX
8407,Trzy,THREE
8408,Duża,BIG
8409,Dobra,OK
8410,Pociąg,TRAIN
8411,Burza,STORM
8412,Patrz,LOOK
8413,Pić,DRINK
8414,Nos,NOSE
8415,Sok,JUICE
8416,Drzwi,DOOR
8417,Dym,SMOKE
8418,Ospa,CHICKENPOX
8419,Koza,GOAT
8420,"Miś, nieddźwieddź",BEAR
8421,"Miś, nieddźwieddź",TEDDY-BEAR
8422,Słoik,JAR
8423,Proszę,PLEASE
8424,Tak,YES
8425,Skarpetki,SOCK
8426,Wieloryb,WHALE
8427,Układa (wieżę z klocków),ARRANGE
8428,Astral,TOY
8429,Leje (deszcz),RAIN-DOWNPOUR
8430,Awokado,AVOCADO
8431,Malowanie,PAINT
8432,Michał,PERSON
8433,Mleko,MILK
8434,Nie,NO
8435,Szukam,SEARCHING
8436,Tak,YES
8437,Kosi kosi (zabawa w kosi kosi łapki),FORMULAIC
8438,Parówka,SAUSAGE
8439,Łoś,MOOSE
8440,Bułka,BUN
8441,Babcia,GRANDMA
8442,Brudny,DIRTY
8443,Chudy,THIN
8444,Jessie,PERSON
8445,Dziadek,GRANDPA
8446,Dzwonię przez telefon,RING
8447,Dziękuję,THANK-YOU
8448,Mama,MOM
8449,Przepraszam,SORRY
8450,Piotrek,PERSON
8451,Spray na ospę,SPRAY
8452,Suche,DRY
8453,Tata,DAD
8454,Gadzina,CHARACTER
8455,Nutria,NUTRIA
8456,Blue,BLUE
8457,Buty,SHOES
8458,Drugi,ANOTHER
8459,Policjant,POLICEMAN
8460,Zasuwanie I rozsuwanie suwaka,ZIP
8461,Miesza (mieszanie łyżką kawy),STIR
8462,Wszyscy,EVERYBODY
8463,Tabletka,PILL
8464,Czytaj,READ
8465,Mieszka ,LIVE
8466,Cześć,HI
8467,Pan/Pani,MAN
8468,Pan/Pani,WOMAN
8469,Rycerz,KNIGHT
8470,Siadaj,SIT
8471,Mango,MANGO
8472,Fale,WAVE
8473,Dziura,HOLE
8474,Zupa,SOUP
8475,Rosół (rosołek),BROTH
8476,Płacze,CRY
8477,Pucio,CHARACTER
8478,Ręcznik,TOWEL
8479,Bodziak/body,BODYSUIT
8480,Woda,WATER
8481,Nóżka/noga,LEG
8482,Trzymaj,HOLDING
8483,Tutaj,HERE
8484,Usta,MOUTH
8485,Łoś,MOOSE
8486,Książka,BOOK
8487,Poduszka,PILLOW
8488,Mydło,SOAP
8489,Szczotka (do włosów),HAIRBRUSH
8490,Kabanos,SAUSAGE
8491,Kwaśne,SOUR
8492,Człowiek,HUMAN
8493,Pyszne,YUMMY
8494,Osioł,DONKEY
8495,Masło,BUTTER
8496,Proszę,PLEASE
8497,Maluszku,BABY
8498,Ryba,FISH
8499,Kapcie,SLIPPERS
8500,Głupek ,SILLY
8501,Fuj ,DISGUSTING
8502,Błoto,MUD
8503,Telefon,PHONE
8504,"Łyczek, np. wody, soku",SIP
8505,Iddź sobie,GO-AWAY
8506,Kuleczka,BALL
8507,Kwaśne,SOUR
8508,Tak,YES
8509,Proszę,PLEASE
8510,Przepraszam,SORRY
8511,Choinka,CHRISTMAS-TREE
8512,czerwony,RED
8513,Pajęczyna,SPIDER-WEB
8514,Robi plum plum czyli płynie,SWIM
8515,sznurówki,LACES
8516,Emu,EMU
8517,Stópki,FEET
8518,Astral,TOY
8519,Wieloryb,WHALE
8520,Tablet,TABLET
8521,Pampers,DIAPER
8522,Przewijak,CHANGING-TABLE
8523,Wytrzeć,WIPE
8524,Kisiel,KISSEL
8525,Tablet,TABLET
8526,Mandarynka,TANGERINE
8527,Cebula,ONION
8528,Akurat,EXACTLY
8529,Masełko,BUTTER
8530,Skarpetki,SOCK
8531,Malujemy,PAINT
8532,Wieloryb,WHALE
8533,Astral,TOY
8534,Awokado,AVOCADO
8535,Notatnik,NOTEBOOK
8536,"Woda, ryba, mokro",FISH
8537,"Woda, ryba, mokro",WATER
8538,"Woda, ryba, mokro",WET
8539,Bobas,BABY
8540,Samolot,PLANE
8541,Łaskotki ,TICKLE
8542,Ja,SELF
8543,"Kaczka, żaba",DUCK
8544,"Kaczka, żaba",FROG
8545,Kura,HEN
8546,Pies,DOG
8547,Mama,MOM
8548,Kot,CAT
8549,Jedzenie,FOOD
8550,"Mysz, kurczak, pizza, picie",CHICKEN
8551,"Mysz, kurczak, pizza, picie",DRINK
8552,"Mysz, kurczak, pizza, picie",MOUSE
8553,"Mysz, kurczak, pizza, picie",PIZZA
8554,Tata,DAD
8555,Koń,HORSE
8556,"Wilk, księżyc",WOLF
8557,Babcia,GRANDMA
8558,Upadek,BAM
8559,Bębenek,DRUM
8560,Serce,HEART
8561,"Pszczoła, mucha, owad",BEE
8562,"Pszczoła, mucha, owad",FLY
8563,"Pszczoła, mucha, owad",INSECT
8564,Auto,CAR
8565,Trzy,THREE
8566,Gęś,GOOSE
8567,Indyk,TURKEY
8568,Gołąb,DOVE
8569,Sowa,OWL
8570,Jajko,EGG
8571,Krokodyl,CROCODILE
8572,Bocian,STORK
8573,"Pomidor, jogurt, jedzenie z lodówki",FOOD
8574,"Pomidor, jogurt, jedzenie z lodówki",TOMATO
8575,"Pomidor, jogurt, jedzenie z lodówki",YOGHURT
8576,Traktor,TRACTOR
8577,"Kukułka, ptak",BIRD
8578,"Kukułka, ptak",CUCKOO
8579,Lalka,DOLL
8580,"Głaskanie, huśtanie się",STROKE
8581,"Głaskanie, huśtanie się",SWING
8582,Krowa,COW
8583,Nie,NO
8584,Wąż,SNAKE
8585,"Wiatr, prysznic",SHOWER
8586,"Wiatr, prysznic",WIND
8587,"Królik, zajac",RABBIT
8588,Krasnoludki,DWARF
8589,Zegar,CLOCK
8590,Klakson,HORN
8591,"Lew, nieddźwieddź, duże zwierze",BEAR
8592,"Lew, nieddźwieddź, duże zwierze",LION
8593,Kogur,COCK
8594,Dom,HOME
8595,Jabłko,APPLE
8596,Oko,EYE
8597,Jadzia,PERSON
8598,Kicia kocia,CAT
8599,Dziadek,GRANDPA
8600,Auto,CAR
8601,Tu,HERE
8602,Buty,SHOES
8603,Pingwin,PENGUIN
8604,Pierś ,BREAST
8605,Autobus ,BUS
8606,Pies,DOG
8607,Siusiu ,PEE
8608,Auto jedzie ,CAR
8609,Hania,PERSON
8610,Lalka,DOLL
8611,Jedzie,DRIVE
8612,"Hop, hopa, skacz, do góry ",HOP
8613,"Halo, telefon ",HELLO
8614,Nie ,NO
8615,Wąż ,SNAKE
8616,Tata,DAD
8617,Rzucić (do wody) ,THROW
8618,Pszczoła ,BEE
8619,"Piszczy (mikrofalówka, indukcja jak skończy pracować) ",SQUEAK
8620,Bam Bam uderzać ,BAM
8621,Chcę ,WANT
8622,"Papa, machanie na pożegnanie ",BYE
8623,Krowa,COW
8624,"Pić, woda, siku, leje się ",DRINK
8625,"Pić, woda, siku, leje się ",DRINK
8626,"Pić, woda, siku, leje się ",PEE
8627,"Pić, woda, siku, leje się ",WATER
8628,Krowa ,COW
8629,Tak,YES
8630,Oko,EYE
8631,"Kwa kwa, kaczka ",DUCK
8632,Daj bułkę/chleb/drożdżówkę ,BREAD
8633,Daj bułkę/chleb/drożdżówkę ,BUN
8634,"Jeszcze, daj więcej ",MORE
8635,"Ogórek, kukurydza ",CORN
8636,"Ogórek, kukurydza ",CUCUMBER
8637,Okulary ,GLASSES
8638,Dzieci ,CHILDREN
8639,Ciocia ,AUNT
8640,Bajka,TALE
8641,"Daj (do psa, żeby przyniósł piłkę) ",GIVE
8642,Słoń ,ELEPHANT
8643,Myje się ,WASHING
8644,Autobus,BUS
8645,Dziadek,GRANDPA
8646,Choddź ,COME
8647,Noga ,LEG
8648,Pralka,WASHING-MACHINE
8649,Odpiąć ,UNFASTEN
8650,Wujek,UNCLE
8651,Dziękuję ,THANK-YOU
8652,Traktor ,TRACTOR
8653,Pan pani ,MAN
8654,Pan pani ,WOMAN
8655,Boli,HURTS
8656,Kocha kocham ,LOVE
8657,Pani ,LADY
8658,Sok,JUICE
8659,Herbata ,TEA
8660,Muchw,FLY
8661,Bażant,PHEASANT
8662,Język,HEDGEHOG
8663,Aloes,ALOE
8664,Mama,MOM
8665,Tęcza,RAINBOW
8666,Bocian ,STORK
8667,Talerz,PLATE
8668,Auto,CAR
8669,Baba,GRANDMA
8670,Gol,GOAL
8671,Kanapa,COUCH
8672,Kura,HEN
8673,Koła,WHEELS
8674,Kukułka,CUCKOO
8675,Lampa,LAMP
8676,Tata,DAD
8677,Wiewiórka ,SQUIRREL
8678,Agata,PERSON
8679,Aloes,ALOE
8680,Alpaka,ALPACA
8681,Balon,BALLOON
8682,Banan,BANANA
8683,Biedronka,LADYBIRD
8684,Bób,BEAN
8685,Bocian,STORK
8686,Bułka,BUN
8687,Bułka,BUN
8688,But,SHOES
8689,Chleb,BREAD
8690,Daj,GIVE
8691,Dom,HOME
8692,Dudek,HOOPOE
8693,Dupa,BOTTOM
8694,Drzewo,TREE
8695,Dziadek,GRANDPA
8696,Dzik,BOAR
8697,Dziób,BEAK
8698,ślimak,SNAIL
8699,Humbak,HUMPBACK
8700,Żaba,FROG
8701,Jabłko,APPLE
8702,Jeż,HEDGEHOG
8703,Kaczka,DUCK
8704,Kakadu,COCKATOO
8705,Kanapa,COUCH
8706,Kawa,COFFEE
8707,Kazik,PERSON
8708,Kredki,CRAYONS
8709,Koparka,EXCAVATOR
8710,Kot,CAT
8711,Krowa,COW
8712,Kubek,CUP
8713,Kurczak,CHICKEN
8714,Kupa,POOP
8715,Lalka,DOLL
8716,Ława,TABLE
8717,Lew,LION
8718,Lis,FOX
8719,Rodzynek,RAISIN
8720,Ryba,FISH
8721,Rycerz,KNIGHT
8722,Marcin,PERSON
8723,Mak,POPPY
8724,Malina,RASPBERRY
8725,Melon,MELON
8726,Mewa,SEAGULL
8727,Mleko,MILK
8728,Nie,NO
8729,Nos ,NOSE
8730,Ogon,TAIL
8731,Ogórek,CUCUMBER
8732,Oko,EYE
8733,Osa,WASP
8734,Sowa,OWL
8735,Pająk,SPIDER
8736,Pająk,SPIDER
8737,Palma,PALM
8738,Papryka,BELL-PEPPER
8739,Papuga,PARROT
8740,Paw,PEACOCK
8741,Pępek,NAVEL
8742,Pies,DOG
8743,Prezent,GIFT
8744,Pić,DRINK
8745,Piłka,BALL
8746,Poduszka,PILLOW
8747,Poduszka,PILLOW
8748,Pojazdy,VEHICLE
8749,Pompon,POMPOM
8750,Por,LEEK
8751,Ptak,BIRD
8752,Pucio,CHARACTER
8753,świnia,PIG
8754,Szymon,PERSON
8755,Tak,YES
8756,Ważka,DRAGONFLY
8757,Wanna,BATHTUB
8758,Wstajemy,GET-UP
8759,Kangur,KANGAROO
8760,świnia,PIG
8761,Tygrys,TIGER
8762,Amadyna,BIRD
8763,Jagody,BERRIES
8764,Doniczka,POT
8765,Gęś,GOOSE
8766,Kuna,MARTEN
8767,Mucha,FLY
8768,ślimak,SNAIL
8769,Pilot,PILOT/REMOTE
8770,Mateusz,PERSON
8771,Maciek,PERSON
8772,Daj mleka,GIVE
8773,Paproć,FERN
8774,Łopata,SHOVEL
8775,Nóż,KNIFE
8776,Widelec ,FORK
8777,Łopata,SHOVEL
8778,Puma,PUMA
8779,Indianin ,INDIAN
8780,Choddź,COME
8781,Gil,SNOT
8782,Ufo,UFO
8783,Na górę,UP
8784,Marabut,MARABOU
8785,Chłopaki,BOY
8786,Chłopaki,BOY
8787,Jadzia,PERSON
8788,Otwórz,OPEN
8789,Ciemno,DARK
8790,Widelec ,FORK
8791,Nóż,KNIFE
8792,Majonez,MAYONAISSE
8793,Puma,PUMA
8794,Arbuz,WATERMELON
8795,Pokrzywa,NETTLE
8796,Liczi,LYCHEE
8797,Stonka,BEETLE
8798,Szyba,WINDOW
8799,Jeden,ONE
8800,Dwa,TWO
8801,Króliku,RABBIT
8802,Stuka,KNOCK
8803,Pierogi,DUMPLINGS
8804,Jamnik,DOG
8805,Dmuchaj ,BLOWING
8806,Karaluchy pod poduchy,RHYME
8807,Osiem,EIGHT
8808,Marysia,PERSON
8809,Maja,PERSON
8810,Nie ma,GONE
8811,Staś,PERSON
8812,Jajko,EGG
8813,But,SHOES
8814,Ucho,EAR
8815,Oko,EYE
8816,Auto,CAR
8817,Golas,NAKED
8818,Daj,GIVE
8819,Dzidziuś,BABY
8820,Anioł,ANGEL
8821,Dzięcioł,WOODPECKER
8822,Mama,MOM
8823,Tata,DAD
8824,Babcis,GRANDMA
8825,Róża - imię siostry,SIBLING
8826,Hela - imię siostry Heleny,SIBLING
8827,Gloria - imię siostry,SIBLING
8828,Choddź,COME
8829,Moje,MY
8830,Balon,BALLOON
8831,Pupa jako część ciała,BOTTOM
8832,Kupka,POOP
8833,Nie mam,DONT-HAVE
8834,But,SHOES
8835,"Hejka, cześć",HI
8836,Palec,FINGER
8837,Banan,BANANA
8838,Bułka,BUN
8839,Pucio-postać z książki,CHARACTER
8840,Tu,HERE
8841,Tutaj,HERE
8842,Tam,THERE
8843,"No, tak",YES
8844,Iddź,GO
8845,Choddź,COME
8846,Tak,YES
8847,Nie wolno,MUSTNT
8848,Palec,FINGER
8849,Masz,HAVE
8850,Rybka,FISH
8851,Żaba,FROG
8852,"Moje, moja, mój",MY
8853,Spać,SLEEP
8854,O jejku,EXCLAMATION
8855,Spinka,HAIR-CLIP
8856,Tak,YES
8857,Nie wolno,MUSTNT
8858,Pampers,DIAPER
8859,Puste,EMPTY
8860,Mama albo tata :),DAD
8861,Mama albo tata :),MOM
8862,Jeść,EAT
8863,Chcę jeść,WANT-FOOD
8864,Przystaw mnie do piersi,BREASTFEEDING
8865,Pić,DRINK
8866,Papa,BYE
8867,Nos,NOSE
8868,Moje,MY
8869,"Pies, parapet albo okno",DOG
8870,"Pies, parapet albo okno",WINDOW
8871,"Pies, parapet albo okno",WINDOWSILL
8872,Aniela,PERSON
8873,Anielka,PERSON
8874,Nie,NO
8875,Tak,YES
8876,"Kupa, pieluszka, przewijanie",DIAPER
8877,"Kupa, pieluszka, przewijanie",DIAPER-CHANGE
8878,"Kupa, pieluszka, przewijanie",POOP
8879,But,SHOES
8880,Banan,BANANA
8881,Banan,BANANA
8882,Banan,BANANA
8883,Banan,BANANA
8884,Odgłos kiedy się przewróci,BAM
8885,"Piłka, rzut piłką",BALL
8886,"Piłka, rzut piłką",THROWING
8887,Puść,LET-GO
8888,Krowa,COW
8889,Miś,TEDDY-BEAR
8890,Boli,HURTS
8891,"Kuku, boli?",HURTS
8892,Tu,HERE
8893,Ignaś,PERSON
8894,Sara,PERSON
8895,But,SHOES
8896,Zakładanie butów,SHOES
8897,Bluza,SWEATSHIRT
8898,Cyca,BREAST
8899,Kółko,CIRCLE
8900,Idę,GO
8901,Aniela,PERSON
8902,Anielko,PERSON
8903,Inicjowanie jakiejś interakcji z kimś,HI
8904,Kółko,CIRCLE
8905,Kółko,CIRCLE
8906,Tata,DAD
8907,Kot,CAT
8908,Krowa,COW
8909,Prawda,TRUE
8910,Babcia,GRANDMA
8911,"Przesuń się, puść mnie",MOVE
8912,Zabawa z siostrą na łóżku,PLAY
8913,Cześć,HI
8914,"Bujać, chcę się bujać",SWING
8915,Huśtawka,SWING
8916,Czapka,CAP
8917,Ketchupu,KETCHUP
8918,Ignaś,PERSON
8919,Jabłko,APPLE
8920,Kanapka,SANDWICH
8921,Ketchupu (chcę),KETCHUP
8922,Klucze,KEY
8923,Klucze,KEY
8924,"Wyrażenie zachwytu, zaskoczenia, szoku (w sensie pozytywnym)",WOW
8925,Kot,CAT
8926,"Ok (""okej"")",OK
8927,Oddaj,GIVE-BACK
8928,"Przesuń się, chcę przejść",MOVE
8929,Kobiecie kupy/siku,PEE
8930,Kobiecie kupy/siku,POOP
8931,Ubikacja,TOILET
8932,Tam,THERE
8933,Co to jest?,WHAT-IS-THIS
8934,Zupka,SOUP
8935,Kawa,COFFEE
8936,Kawa,COFFEE
8937,Kapeć,SLIPPERS
8938,Mleko,MILK
8939,Czekolada,CHOCOLATE
8940,Siku,PEE
8941,Tomek,PERSON
8942,Szynka,HAM
8943,Ciastko,COOKIE
8944,Bułka,BUN
8945,Szukam,SEARCHING
8946,Dziękuję,THANK-YOU
8947,Kanapka,SANDWICH
8948,Zupka,SOUP
8949,Zupa,SOUP
8950,Dżem,JAM
8951,Jabłko,APPLE
8952,Picie,DRINK
8953,zimno,COLD
8954,ciepłe,WARM
8955,tańczyć,DANCE
8956,pradziadek Janek,GRANDPA
8957,winogrono,GRAPES
8958,"jedzenie, jeść",EAT
8959,"jedzenie, jeść",FOOD
8960,Andrzej,PERSON
8961,auto,CAR
8962,babcia,GRANDMA
8963,banan,BANANA
8964,owieczka,SHEEP
8965,maskotka owieczka,TOY
8966,broda,CHIN
8967,Bożenka,PERSON
8968,bluza,SWEATSHIRT
8969,bułka,BUN
8970,buty,SHOES
8971,ciocia,AUNT
8972,czapka,CAP
8973,"ryba, puzzle",FISH
8974,"ryba, puzzle",PUZZLE
8975,dynia,PUMPKIN
8976,dziadek,GRANDPA
8977,dziecko,BABY
8978,dzieci,CHILDREN
8979,ziemniaki,POTATO
8980,"pies, zwierzę",ANIMAL
8981,"pies, zwierzę",DOG
8982,rower,BIKE
8983,"ciocia, Maja, kobieta",AUNT
8984,"ciocia, Maja, kobieta",WOMAN
8985,mama,MOM
8986,kot,CAT
8987,motor,MOTORCYCLE
8988,krowa,COW
8989,"maskotka, miś, nieddźwieddź",BEAR
8990,"maskotka, miś, nieddźwieddź",TEDDY-BEAR
8991,nie,NO
8992,nos,NOSE
8993,o nie,EXCLAMATION
8994,o oł,EXCLAMATION
8995,oko,EYE
8996,odkurzacz,VACUUM-CLEANER
8997,"pada, deszcz, mokre",RAIN
8998,"pada, deszcz, mokre",WET
8999,pan,MAN
9000,pani,LADY
9001,"picie, pić",DRINK
9002,spodnie,TROUSERS
9003,kask,HELMET
9004,tak,YES
9005,"kawa, kubek, napój",COFFEE
9006,"kawa, kubek, napój",CUP
9007,"kawa, kubek, napój",DRINK
9008,kasza,GROATS
9009,skarpetki,SOCK
9010,jabłuszko,APPLE
9011,tato,DAD
9012,herbata,TEA
9013,chlebek,BREAD
9014,koszulka,T-SHIRT
9015,chustka,SCARF
9016,gruszka,PEAR
9017,wujek,UNCLE
9018,ula,PERSON
9019,"Telefon, halo, dzwonić",CALL
9020,"Telefon, halo, dzwonić",HELLO
9021,"Telefon, halo, dzwonić",PHONE
9022,"ała, boli",HURTS
9023,Apap,MEDICINE
9024,Wanda,ELEVATOR
9025,buzia,FACE
9026,cebula,ONION
9027,Trzcina,CANE
9028,druga,ANOTHER
9029,Eliza,PERSON
9030,karetka,AMBULANCE
9031,"myć, ścierka, myć się",CLOTH
9032,"myć, ścierka, myć się",WASHING
9033,Janina,PERSON
9034,myć zęby,BRUSHING-TEETH
9035,"huśtawka, huśtać się",SWING
9036,pa pa,BYE
9037,Pępek,NAVEL
9038,Fifi,PERSON
9039,książeczka,BOOK
9040,Gucio,PERSON
9041,lampa,LAMP
9042,kanapka,SANDWICH
9043,"Szymon, Tymon",PERSON
9044,książeczka,BOOK
9045,klocki,BLOCKS
9046,chodzić,WALKING
9047,ucho,EAR
9048,"Papier, paproch",DUST
9049,"Papier, paproch",PAPER
9050,"Spadło, upadłem, zepsute",BAM
9051,Auto,CAR
9052,Tam,THERE
9053,Tata,DAD
9054,Statyw,TRIPOD
9055,Jeść,EAT
9056,Piłka,BALL
9057,Pies,DOG
9058,Spacer,STROLL
9059,Skarpety,SOCK
9060,Placuszki,PANCAKE
9061,Tak,YES
9062,Auto,CAR
9063,Awokado,AVOCADO
9064,Sowa,OWL
9065,"Ciach, nożyczki ",CUTTING
9066,"Ciach, nożyczki ",SCISSORS
9067,Kot,CAT
9068,Trąbka ,TRUMPET
9069,Koń,HORSE
9070,Halo,HELLO
9071,Baza,BASE
9072,Butelka z rozpylaczem,BOTTLE
9073,Kura,HEN
9074,"Prut, puszczanie bąka",FART
9075,Akuku,PEEKABOO
9076,Pociąg,TRAIN
9077,Mama,MOM
9078,Rury,PIPE
9079,Tu,HERE
9080,"Bobo, dzidziuś",BABY
9081,Puste,EMPTY
9082,"Tik-tak, zegar",TICKING
9083,Koparka,EXCAVATOR
9084,Traktor,TRACTOR
9085,Paczka,PACKAGE
9086,spać,SLEEP
9087,"Baby w nosie, gluty",BOOGER
9088,Woda,WATER
9089,"Dzyń dzyń, dzwonki",BELL
9090,Bobas płacze,BABY
9091,Krowa,COW
9092,Niania,NANNY
9093,Traktor,TRACTOR
9094,"Pacha, paczka",ARMPIT
9095,"Pacha, paczka",PACKAGE
9096,Broda,CHIN
9097,miś,TEDDY-BEAR
9098,Mamut,MAMMOTH
9099,Pompon,POMPOM
9100,Lampa,LAMP
